candidate_id,climate_dimension,confidence_score,digitalization_level,document_id,funding_program_code,funding_program_level,instrument_subtype,instrument_type,label_source,llm_model,llm_profile,llm_provider,measure_id,municipality_id,policy_area,snippet,source_scope,source_url,target_sector,title,url
guenzburg::doc39::p0,,0.0,,doc39,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,guenzburg,,"Der Landschaftsplanerische Wettbewerb Realisierungswettbewerb „Brücken"" Das Bewerbungsverfahren Statements Abbrennverbot von Feuerwerkskörpern Wahlen Stellenausschreibung Stadtentwicklung (ISEK) Stadtrat Stadtrecht Familie & Jugend Kindertageseinrichtungen Kindertagespflege Schulen Familienstützpunk",,https://www.guenzburg.de/rathaus-buergerservice/familie-jugend/kindertageseinrichtungen/,,Kindertageseinrichtungen - Günzburg,https://www.guenzburg.de/rathaus-buergerservice/familie-jugend/kindertageseinrichtungen/
guenzburg::doc56::p0,,0.0,,doc56,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,guenzburg,,"Der Landschaftsplanerische Wettbewerb Realisierungswettbewerb „Brücken"" Das Bewerbungsverfahren Statements Abbrennverbot von Feuerwerkskörpern Wahlen Stellenausschreibung Stadtentwicklung (ISEK) Stadtrat Stadtrecht Familie & Jugend Kindertageseinrichtungen Kindertagespflege Schulen Familienstützpunk",,https://www.guenzburg.de/umwelt-mobilitaet/,,Umwelt & Mobilität - Günzburg,https://www.guenzburg.de/umwelt-mobilitaet/
guenzburg::doc51::p0,,0.0,,doc51,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,guenzburg,,"Der Landschaftsplanerische Wettbewerb Realisierungswettbewerb „Brücken"" Das Bewerbungsverfahren Statements Abbrennverbot von Feuerwerkskörpern Wahlen Stellenausschreibung Stadtentwicklung (ISEK) Stadtrat Stadtrecht Familie & Jugend Kindertageseinrichtungen Kindertagespflege Schulen Familienstützpunk",,https://www.guenzburg.de/geschichte-zukunft/grusswort-ob/,,Grußwort OB - Günzburg,https://www.guenzburg.de/geschichte-zukunft/grusswort-ob/
guenzburg::doc44::p0,,0.0,,doc44,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,guenzburg,,"Der Landschaftsplanerische Wettbewerb Realisierungswettbewerb „Brücken"" Das Bewerbungsverfahren Statements Abbrennverbot von Feuerwerkskörpern Wahlen Stellenausschreibung Stadtentwicklung (ISEK) Stadtrat Stadtrecht Familie & Jugend Kindertageseinrichtungen Kindertagespflege Schulen Familienstützpunk",,https://www.guenzburg.de/rathaus-buergerservice/familie-jugend/mobile-jugendarbeit/,,Mobile Jugendarbeit - Günzburg,https://www.guenzburg.de/rathaus-buergerservice/familie-jugend/mobile-jugendarbeit/
guenzburg::doc48::p0,,0.0,,doc48,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,guenzburg,,"Der Landschaftsplanerische Wettbewerb Realisierungswettbewerb „Brücken"" Das Bewerbungsverfahren Statements Abbrennverbot von Feuerwerkskörpern Wahlen Stellenausschreibung Stadtentwicklung (ISEK) Stadtrat Stadtrecht Familie & Jugend Kindertageseinrichtungen Kindertagespflege Schulen Familienstützpunk",,https://www.guenzburg.de/rathaus-buergerservice/familie-jugend/kulturtafel/,,Kulturtafel - Günzburg,https://www.guenzburg.de/rathaus-buergerservice/familie-jugend/kulturtafel/
guenzburg::doc67::p0,,0.0,,doc67,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,guenzburg,,"Der Landschaftsplanerische Wettbewerb Realisierungswettbewerb „Brücken"" Das Bewerbungsverfahren Statements Abbrennverbot von Feuerwerkskörpern Wahlen Stellenausschreibung Stadtentwicklung (ISEK) Stadtrat Stadtrecht Familie & Jugend Kindertageseinrichtungen Kindertagespflege Schulen Familienstützpunk",,https://www.guenzburg.de/umwelt-mobilitaet/fairtrade-stadt/,,Fairtrade Stadt - Günzburg,https://www.guenzburg.de/umwelt-mobilitaet/fairtrade-stadt/
muenchen::doc84::p4,,0.0,,doc84,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,Es wurden zehn Ziele für die Klimaanpassung in München beschlossen: Sicherung und Verbesserung der übergeordneten klimatischen Ausgleichsfunktion Sicherung und Entwicklung von klimawirksamen Freiflächen Sicherung und Schaffung einer guten Aufenthaltsqualität vor allem im öffentlichen Raum auf der Qu,,https://stadt.muenchen.de/infos/stadtklima-klimaanpassung.html,,Stadtklima und Klimaanpassung in München – Landeshauptstadt München,https://stadt.muenchen.de/infos/stadtklima-klimaanpassung.html
muenchen::doc83::p3,,0.0,,doc83,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,"der umliegenden Quartiere durch lokale Produktion von regenerativen Energien Hohe städtebauliche Qualität und Baukultur Stadt der kurzen Wege; funktionale Mischung, flächensparendes Bauen Soziale Mischung mit bezahlbarem Wohnraum und sozialer Infrastruktur Qualitätvolle und grüne Wegegestaltung Vern",,https://stadt.muenchen.de/infos/nachhaltige-stadtentwicklung-muenchen.html,,Nachhaltige Stadtentwicklung in München – Landeshauptstadt München,https://stadt.muenchen.de/infos/nachhaltige-stadtentwicklung-muenchen.html
muenchen::doc87::p18,,0.0,,doc87,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,"Mehr zu OSRAM OSRAM blickt auf eine mehr als 100-jährige Geschichte zurück. Wir sind Wegbereiter des Fortschritts – insbesondere in einem Zeitalter, das von globalen Herausforderungen wie der Klimawandel geprägt ist. Künstliche Beleuchtung ist für fast 15 % des weltweiten Stromverbrauchs und somit f",,https://stadt.muenchen.de/infos/klimapakt-2.html,,Klimapakt²  – Landeshauptstadt München,https://stadt.muenchen.de/infos/klimapakt-2.html
muenchen::doc97::p0,,0.0,,doc97,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,"Bicycles and scooters Flexible travel in the city by bike and scooter: the most important information at a glance Bus, train and cab Bus, train, streetcar, cab: get to your destination quickly and easily with local public transport. Construction sites and infrastructure Roads, traffic lights, signs:",,https://stadt.muenchen.de/en/buergerservice/verkehr-mobilitaet.html,,Traffic and mobility – Landeshauptstadt München,https://stadt.muenchen.de/en/buergerservice/verkehr-mobilitaet.html
muenchen::doc81::p16,,0.0,,doc81,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,"Genau so wollte man damals leben – umgeben von Grün, gut mit dem Auto erreichbar, in modernen Wohnungen mit Blick auf die Alpen. Doch inzwischen sind die Großwohnsiedlungen in die Jahre gekommen und einiges würde man heute anders machen. Hinzu kommen soziodemografische Herausforderungen, wie eine ho",,https://stadt.muenchen.de/infos/ausstellung-nachhaltige-stadt.html,,Ausstellung – Die nachhaltige Stadt – Landeshauptstadt München,https://stadt.muenchen.de/infos/ausstellung-nachhaltige-stadt.html
muenchen::doc82::p4,,0.0,,doc82,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,"Dabei wird die Vielfalt der Stadtbevölkerung anerkannt und wertgeschätzt. Die heterogenen Lebensweisen, Bedürfnisse und Fähigkeiten aller Münchner*innen werden berücksichtigt. Münchner*innen beziehungsweise Bürger*innen – im Verständnis der „Perspektive München“ – sind alle in der Stadt lebenden Men",,https://stadt.muenchen.de/infos/stadtentwicklung-perspektive-muenchen.html,,Stadtentwicklung Perspektive München – Landeshauptstadt München,https://stadt.muenchen.de/infos/stadtentwicklung-perspektive-muenchen.html
muenchen::doc92::p3,,0.0,,doc92,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,Unter dem Motto „Leading the Transition“ erwartete die über 1.000 Besucher*innen ein vielseitiges Programm mit innovativen Radverkehrslösungen. Gemeinsam mit den beteiligten Fachkolleg*innen aus dem Mobilitätsreferat und vom Allgemeinen Deutschen Fahrrad-Club (ADFC) wurden Anknüpfungspunkte gefunden,,https://stadt.muenchen.de/infos/harare.html,,Harare - Klimapartnerschaft – Landeshauptstadt München,https://stadt.muenchen.de/infos/harare.html
muenchen::doc80::p2,,0.0,,doc80,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,muenchen,,Weitere Informationen zum Green Bond Stadtanleihe 2020 – Social Bond Münchner Bürger*innen können über die Börse die Münchner Stadtanleihe 2020 Social Bond erwerben und damit ihr Kapital nachhaltig und sozial verantwortlich investieren. Weitere Informationen zum Social Bond Stadtanleihen 1994 und 19,,https://stadt.muenchen.de/infos/nachhaltige-geldanlagen.html,,Nachhaltig Investieren und Finanzieren – Landeshauptstadt München,https://stadt.muenchen.de/infos/nachhaltige-geldanlagen.html
neu_ulm::doc118::p0,,0.0,,doc118,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/stabsstelle-wirtschaftsfoerderung,,Stabsstelle Wirtschaftsförderung - Stadt Neu-Ulm,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/stabsstelle-wirtschaftsfoerderung
neu_ulm::doc121::p0,,0.0,,doc121,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/steuern-abgaben-beitraege,,"Steuern, Abgaben, Beiträge - Stadt Neu-Ulm",https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/steuern-abgaben-beitraege
neu_ulm::doc117::p0,,0.0,,doc117,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/immobilienmanagement-sun,,"Immobilienmanagement, SUN - Stadt Neu-Ulm",https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/immobilienmanagement-sun
neu_ulm::doc123::p0,,0.0,,doc123,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-4-bildung-kultur-sport-soziales/stabsstelle-interkulturelles-neu-ulm,,Stabsstelle Interkulturelles Neu-Ulm - Stadt Neu-Ulm,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-4-bildung-kultur-sport-soziales/stabsstelle-interkulturelles-neu-ulm
neu_ulm::doc116::p0,,0.0,,doc116,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-1-personal-organisation-buergerdienste/zentrale-dienste-wahlen,,Zentrale Dienste und Wahlen - Stadt Neu-Ulm,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-1-personal-organisation-buergerdienste/zentrale-dienste-wahlen
neu_ulm::doc115::p0,,0.0,,doc115,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-1-personal-organisation-buergerdienste/geschaeftsstelle-stadtrat,,Geschäftsstelle Stadtrat - Stadt Neu-Ulm,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-1-personal-organisation-buergerdienste/geschaeftsstelle-stadtrat
neu_ulm::doc122::p0,,0.0,,doc122,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/hallenbetriebe,,Hallenbetriebe - Stadt Neu-Ulm,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/hallenbetriebe
neu_ulm::doc119::p0,,0.0,,doc119,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,neu_ulm,,Rosenthal Schulmann Stern Stoß Strauß Wolff Wurmser Verlegungen Mitmachen Stolpersteine Neu-Ulm Fairtrade 150 Jahre Stadt Neu-Ulm Stadtentwicklung Übersicht schliessen Bauland Übersicht schliessen Wohnen am Illerpark Südlicher Brühlweg Im Eiland Im Steinet Aktuelle Großprojekte Übersicht schliessen ,,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/stadtkaemmerei,,Stadtkämmerei - Stadt Neu-Ulm,https://nu.neu-ulm.de/stadt-politik/rathaus/organisation-der-stadtverwaltung/dezernat-2-finanzen-immobilienmanagement-und-wirtschaft/stadtkaemmerei
noerdlingen::doc172::p1,,0.0,,doc172,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,IST-ANALYSE - Teil 1/CO 2-Bilanz 31 - 94 3.1 Einleitung - Teil 1/CO 2-Bilanz 32 3.2 Grundlagen 33 - 36 3.2.1 Allgemeine Ortsbeschreibung 33 3.2.2 Bevölkerungsentwickung seit 1950 34 3.2.3 Flächenerhebung 2010 35 3.2.4 Sozialversicherungspflichtig beschäftigte Arbeitnehmer 36 Integriertes Klimaschutz,,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf,,klimaschutzkonzept-stadt nördlingen,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf
noerdlingen::doc172::p2,,0.0,,doc172,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,CO 2-MINDERUNGSPOTENZIALANALYSE 95 - 123 4.1 Einleitung 95 - 96 4.2 CO 2-Minderungspotenziale im Bereich private Haushalte 97 - 99 4.2.1 Einleitung 97 4.2.2 Heizenergie 97 - 98 4.2.3 Umstellung der Energieträger 98 4.2.4 Stromversorgung 99 4.2.5 Gesamtergebnis private Haushalte 99 Integriertes Klima,,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf,,klimaschutzkonzept-stadt nördlingen,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf
noerdlingen::doc172::p0,,0.0,,doc172,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,"Zuwendungsgeber: Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit aufgrund eines Beschlusses des Deutschen Bundestages Integriertes Klimaschutzkonzept Stadt Nördlingen K & L Ingenieurgesellschaft mbH 2 Herausgeber Stadt Nördlingen, Oberbürgermeister Faul Informationen / Redaktion Stad",,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf,,klimaschutzkonzept-stadt nördlingen,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf
noerdlingen::doc156::p0,,0.0,,doc156,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,"14) Tel.: 84 - 160 (Zi.-Nr. 15) Verkehrsüberwachung Verkehrsüberwachungsdienst Zi.-Nr. 16 Eisengasse 6, I. Stock Tel.: 84 - 159 Bauberatungen Baugenehmigungen Beseitigungsanzeigen Straßenbenennung/Hausnummern Vollzug Denkmalschutz/Altstadtsatzung Wohnberechtigungsscheine/Wohnungsbindung Bauverwaltun",,https://www.noerdlingen.de/verwaltung/was-erledige-ich-wo,,Was erledige ich wo,https://www.noerdlingen.de/verwaltung/was-erledige-ich-wo
noerdlingen::doc180::p0,,0.0,,doc180,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,"14) Tel.: 84 - 160 (Zi.-Nr. 15) Verkehrsüberwachung Verkehrsüberwachungsdienst Zi.-Nr. 16 Eisengasse 6, I. Stock Tel.: 84 - 159 Bauberatungen Baugenehmigungen Beseitigungsanzeigen Straßenbenennung/Hausnummern Vollzug Denkmalschutz/Altstadtsatzung Wohnberechtigungsscheine/Wohnungsbindung Bauverwaltun",,https://www.noerdlingen.de/verwaltung/was-erledige-ich-wo#top,,Was erledige ich wo,https://www.noerdlingen.de/verwaltung/was-erledige-ich-wo#top
noerdlingen::doc172::p4,,0.0,,doc172,,,,,llm_dry_run,gpt-4o-mini,classification_baseline,openai,,noerdlingen,,ÖFFENTLICHKEITSARBEIT 160 - 165 8.1 Grundsätzliches 160 - 161 8.2 Umsetzung und Maßnahmen 161 - 165 9. WERTSCHÖPFUNG 166 - 168 9.1 Was ist Wertschöpfung 166 9.2 Wertschöpfung durch Erneuerbare Energien in Nördlingen 166 - 168 9.3 Wertschöpfung durch Gebäudesanierung in Nördlingen 168 10. KLIMASCHUTZ,,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf,,klimaschutzkonzept-stadt nördlingen,https://www.noerdlingen.de/fileadmin/noerdlingen/Noerdlingen_Stadt/Stadt/Klimaschutz/KSK_EF_Noerdlingen.pdf
